"","Species","Order","Family","Genus","SV3","presence","genome.assembly","ott_id","flags","tips","SV.not.in.figure","latitude","salinity","climate","Spawning","RepGuild1","RepGuild2","AddInfos","FeedingType","diel","diel1","diel2","diel_continuous"
"541","Paracheirodon axelrodi","Characiformes","Characidae","Paracheirodon",0,"absent",NA,949795,NA,"Paracheirodon_axelrodi","y",7,"freshwater","tropical",NA,"nonguarders","open water/substratum egg scatterers",NA,NA,NA,NA,NA,NA
"542","Boulengerella cuvieri","Characiformes","Ctenoluciidae","Boulengerella",0,"absent",NA,3625788,NA,"Boulengerella_cuvieri","y",NA,"freshwater","tropical",NA,NA,NA,NA,NA,"diurnal","diurnal","diurnal",2
"543","Caenotropus labyrinthicus","Characiformes","Chilodontidae","Caenotropus",0,"absent",NA,546967,NA,"Caenotropus_labyrinthicus","y",13,"freshwater","tropical",NA,NA,NA,NA,NA,"diurnal","diurnal","diurnal",3
"544","Characidium fasciatum","Characiformes","Crenuchidae","Characidium",0,"absent",NA,442774,NA,"Characidium_fasciatum","y",NA,"freshwater","tropical",NA,"nonguarders","open water/substratum egg scatterers",NA,NA,"diurnal","diurnal","diurnal",4
"545","Chrosomus eos","Cypriniformes","Cyprinidae","Chrosomus",0,"absent","y",63845,NA,"Chrosomus_eos","y",NA,"freshwater","boreal, temperate",NA,"nonguarders","open water/substratum egg scatterers","A female attracts a few males with her darting movements. Together, the group dives into a mass of filamentous algae and release sperm and nonadhesive eggs. The group spawns in several algal masses.",NA,"nocturnal","nocturnal","nocturnal",-2
"546","Citharinus latus","Characiformes","Citharinidae","Citharinus",0,"absent",NA,3624471,NA,"Citharinus_latus","y",NA,"freshwater","tropical",NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","Cottoperca trigloides","Perciformes","Bovichtidae","Cottoperca",0,"absent",NA,3635394,NA,"Cottoperca_trigloides","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","Cottus carolinae","Perciformes","Cottidae","Cottus",0,"absent",NA,466859,NA,"Cottus_carolinae","y",38,"freshwater","temperate",NA,NA,NA,NA,NA,"nocturnal","nocturnal","nocturnal",-3
"549","Hemitilapia oxyrhynchus","Cichliformes","Cichlidae","Hemitilapia",0,"absent",NA,720886,NA,"Hemitilapia_oxyrhynchus","y",17,"freshwater","tropical",NA,"bearers","external brooders","Female is moutbrooder.",NA,"diurnal","diurnal","diurnal",4
"550","Mimagoniates rheocharis","Characiformes","Characidae","Mimagoniates",0,"absent",NA,328359,NA,"Mimagoniates_rheocharis","y",NA,"freshwater",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","Moenkhausia xinguensis","Characiformes","Characidae","Moenkhausia",0,"absent",NA,1095527,NA,"Moenkhausia_xinguensis","y",NA,"freshwater",NA,NA,NA,NA,NA,NA,"diurnal","diurnal","diurnal",1
"552","Oligosarcus pintoi","Characiformes","Characidae","Oligosarcus",0,"absent",NA,3624795,NA,"Oligosarcus_pintoi","y",NA,"freshwater","tropical",NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","Poecilia latipinna","Cyprinodontiformes","Poeciliidae","Poecilia",0,"absent","y",998174,NA,"Poecilia_latipinna","y",NA,"freshwater","subtropical",NA,"bearers","internal live bearers","After 28 days gestation, this species produces 10 to 100 young.",NA,"diurnal","diurnal","diurnal",3
"554","Probolodus heterostomus","Characiformes","Characidae","Probolodus",0,"absent",NA,719847,NA,"Probolodus_heterostomus","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","Rhyacichthys aspro","Gobiiformes","Rhyacichthyidae","Rhyacichthys",0,"absent","y",652242,NA,"Rhyacichthys_aspro","y",NA,"freshwater","tropical",NA,"guarders","nesters",NA,NA,NA,NA,NA,NA
"556","Salvelinus namaycush","Salmoniformes","Salmonidae","Salvelinus",0,"absent","y",114152,NA,"Salvelinus_namaycush","y",NA,"freshwater","boreal","variable throughout range","nonguarders","open water/substratum egg scatterers","The spawning act occurs mostly at night, with peak activity between dusk and 9 or 10 pm (Ref. 28805, 28815). During the day the fish are more or less dispersed away from the spawning beds but return in considerable numbers in the late afternoon (Ref. 27547). Males reach spawning beds first and spend some time cleaning the rocks. Females arrive a few days later and are courted by the males. During and following courtship, the males attempt to spawn with the females. One or two males approach a female, press against her sides and quiver. The eggs fall into the crevices and the spawners disperse. The act is repeated until the female releases all her eggs (Ref. 1998, 27547). On occasion, as many as seven males and three females may engage in a mass spawning act (Ref. 28815). Spawning occurs annually in southern areas, every other year in Great Slave Lake, Northwest Terrritories, and only every other year in Great Bear and some other lakes of the arctic (Ref. 1153, 28802, 28860).",NA,"nocturnal","nocturnal","nocturnal",-1
"557","Stygichthys typhlops","Characiformes","Characidae","Stygichthys",0,"absent",NA,2695,"incertae_sedis_inherited","Stygichthys_typhlops","y",20,"freshwater",NA,NA,"nonguarders","brood hiders",NA,NA,NA,NA,NA,NA
"558","Pseudocrenilabrus multicolor victoriae","Cichliformes","Cichlidae","Pseudocrenilabrus",0,"absent",NA,913077,"infraspecific","Pseudocrenilabrus_multicolor victoriae","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","Lepidocybium flavobrunneum","Scombriformes","Gempylidae","Lepidocybium",0,"absent",NA,24770,NA,"Lepidocybium_flavobrunneum","y",23,"saltwater","tropical",NA,"nonguarders","open water/substratum egg scatterers",NA,NA,"nocturnal","nocturnal","nocturnal",-2
"560","Tetrapturus angustirostris","Istiophoriformes","Istiophoridae","Tetrapturus",0,"absent",NA,665887,NA,"Tetrapturus_angustirostris","y",24,"saltwater","tropical","variable throughout range","nonguarders","brood hiders","Spawning is believed to occur mainly during the winter months, especially in warm offshore currents with surface temperature of about 25°C.",NA,"nocturnal","nocturnal","nocturnal",-4
"561","Kajikia audax","Istiophoriformes","Istiophoridae","Kajikia",0,"absent",NA,665891,NA,"Kajikia_audax","y",NA,"saltwater","tropical","variable throughout range","nonguarders","open water/substratum egg scatterers","Females are indeterminate batch spawners with asynchronous oocyte development (Ref. 92477).  Larvae are most abundant in the respective local early summers. The seasonal occurrence of mature females coincides with that of the larvae. The lower temperature limit in the distribution of larvae is approximately 24°C, both in the Indian and Pacific Oceans.
Spawning sites are between 10°S and 30°S in Southwest Pacific and 10°S and 20°S in northeastern Indian Ocean (Ref. 6390).",NA,NA,NA,NA,NA
"562","Alopias superciliosus","Lamniformes","Alopiidae","Alopias",0,"absent",NA,73666,NA,"Alopias_superciliosus","y",25,"saltwater","tropical","no obvious seasonal peak","bearers","internal live bearers","Exhibit ovoviparity (aplacental viviparity), with embryos feeding on other ova produced by the mother (oophagy) after the yolk sac is absorbed (Ref. 50449).  With 2-4 young per litter (usually 2) (Ref. 247).  Size at birth between 64-106 cm (Ref. 247); 100-140 cm TL (Ref.58048).   No fixed mating or birthing season.  Distinct pairing with embrace (Ref. 205).",NA,"diurnal","diurnal","diurnal",4
"563","Pseudocarcharias kamoharai","Lamniformes","Pseudocarchariidae","Pseudocarcharias",0,"absent",NA,647448,NA,"Pseudocarcharias_kamoharai","y",NA,"saltwater","tropical",NA,"bearers","internal live bearers","Exhibit ovoviparity (aplacental viviparity), with embryos feeding on other ova produced by the mother (oophagy) after the yolk sac is absorbed (Ref. 50449).  With 4 young in a litter, born at 40-43 cm (Ref. 11228).",NA,"nocturnal","nocturnal","nocturnal",-2
"564","Prionace glauca","Carcharhiniformes","Carcharhinidae","Prionace",0,"absent",NA,361523,NA,"Prionace_glauca","y",30,"saltwater","tropical",NA,"bearers","internal live bearers","Distinct pairing with embrace (Ref. 205).  Viviparous (Ref. 26281), placental (Ref. 50449); 4-63 young in a litter (Ref. 9997); 4-135 (usually 15-30) pups (Ref.58048), about 35-44 cm at birth.  Gestation period ranges from 9 to 12 months (Ref. 244).
Sexual dimorphism is evident in skin thickness of maturing and adult females (Ref. 49562). Females have thicker skin layer than males of the same size (Ref. 49562).",NA,"nocturnal","nocturnal","nocturnal",-4
"565","Carcharhinus falciformis","Carcharhiniformes","Carcharhinidae","Carcharhinus",0,"absent",NA,787198,NA,"Carcharhinus_falciformis","y",22,"saltwater","tropical","no obvious seasonal peak","bearers","internal live bearers","Viviparous, placental (Ref. 50449).  2-15 pups (Ref. 6871, 37816) born at 57-87 cm TL (Ref. 9997); 1-16 pups born at 55-72 cm TL. Females appear to breed every year, but there appears to be no reproductive seasonality (Ref. 58048).  Distinct pairing with embrace (Ref. 205).",NA,"nocturnal","nocturnal","nocturnal",-3
"566","Lepomis cyanellus","Centrarchiformes","Centrarchidae","Lepomis",0,"absent",NA,476361,NA,"Lepomis_cyanellus","y",38,"freshwater","temperate",NA,"guarders","nesters",NA,NA,"crepuscular/diurnal","diurnal","crepuscular",5
"567","Lepisosteus oculatus","Semionotiformes","Lepisosteidae","Lepisosteus",0,"absent","y",1028028,NA,"Lepisosteus_oculatus","y",NA,"freshwater","temperate",NA,"nonguarders","open water/substratum egg scatterers",NA,NA,"nocturnal","nocturnal","nocturnal",-5
"568","Poecilia mexicana","Cyprinodontiformes","Poeciliidae","Poecilia",0,"absent","y",6465,NA,"Poecilia_mexicana","y",NA,"freshwater",NA,NA,"bearers","internal live bearers","28 days after fertilization female gives birth to 30-80 young. Sexual maturity is reached after 7-12 months (Ref. 2060).",NA,"diurnal","diurnal","diurnal",2
"569","Oncorhynchus tshawytscha","Salmoniformes","Salmonidae","Oncorhynchus",0,"absent","y",730762,NA,"Oncorhynchus_tshawytscha","y",NA,"saltwater","subtropical, temperate","once in a lifetime","guarders","nesters","Adults migrate up to 4,827 km upstream to spawn (Ref. 6850). Migration from the sea begins in December so that the the first fish are near river mouths by spring (Ref. 27547). Once a female selects a spot, she begins to dig a nest, driving away other females during the period of nest building. The female is attended by a larger, dominant male and several smaller males who drive away other males. While the female digs the nest, the male courts her by coming to rest beside her and quivering; by swimming about over her, touching her dorsal fin with his body and fins; and occasionally nudging her side gently with his snout (Ref. 28978). Upon completion of the nest, the female drops into it and is immediately joined by the dominant male. The fish open their mouths, vibrate, and eggs and sperm are released. At this point smaller males may dart into the nest and release sperm. The female then quickly moves to the upstrem edge of the nest and begins to dig. The eggs are covered and a new nest is made. The whole process is repeated until the female releases all her eggs, which may take several days. The male then leaves the female and may mate with another female. The female guards the nest for as long as she can. Spent adults usually die a few days after spawning. (Ref. 1998, 27547).
Reproductive strategy: synchronous ovarian organization, determinate fecundity (Ref. 51846).",NA,"diurnal","diurnal","diurnal",3
"570","Xenotilapia ochrogenys","Cichliformes","Cichlidae","Xenotilapia",0,"absent","y",280955,NA,"Xenotilapia_ochrogenys","y",18,"freshwater",NA,NA,"bearers","external brooders","Eggs from the cleavage phase and larvae of up to 1.20 cm TL are mouthbrooded by both parents 6.4 to 7.0 cm SL in size (Ref. 86760).",NA,NA,NA,NA,NA
"571","Callochromis pleurospilus","Cichliformes","Cichlidae","Callochromis",0,"absent",NA,702765,NA,"Callochromis_pleurospilus","y",18,"freshwater",NA,NA,NA,NA,NA,NA,"unclear","unclear/crepuscular","unclear",NA
"572","Triglachromis otostigma","Cichliformes","Cichlidae","Triglachromis",0,"absent","y",223658,NA,"Triglachromis_otostigma","y",18,"freshwater",NA,NA,NA,NA,NA,NA,"crepuscular/nocturnal","nocturnal","crepuscular",-5
"573","Petrochromis orthognathus","Cichliformes","Cichlidae","Petrochromis",0,"absent","y",841737,NA,"Petrochromis_orthognathus","y",18,"freshwater",NA,NA,"bearers","external brooders","Eggs from the cleavage phase and larvae of up to 1.76 cm TL are mouthbrooded by female parents 9.3 to 10.7 cm SL in size (Ref. 86760).",NA,NA,NA,NA,NA
"574","Microlepidogaster perforatus","Siluriformes","Loricariidae","Microlepidogaster",0,"absent",NA,949995,NA,"Microlepidogaster_perforatus","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575","Hypostomus ancistroides","Siluriformes","Loricariidae","Hypostomus",0,"absent",NA,698168,NA,"Hypostomus_ancistroides","y",NA,"freshwater","tropical",NA,NA,NA,NA,NA,NA,NA,NA,NA
"576","Eurycheilichthys pantherinus","Siluriformes","Loricariidae","Eurycheilichthys",0,"absent",NA,78431,NA,"Eurycheilichthys_pantherinus","y",NA,"freshwater","subtropical",NA,NA,NA,NA,NA,NA,NA,NA,NA
"577","Acestridium discus","Siluriformes","Loricariidae","Acestridium",0,"absent",NA,925559,NA,"Acestridium_discus","y",NA,"freshwater","tropical",NA,NA,NA,NA,NA,NA,NA,NA,NA
"578","Neoplecostomus langeanii","Siluriformes","Loricariidae","Neoplecostomus",0,"absent",NA,92659,NA,"Neoplecostomus_langeanii","y",NA,"freshwater","tropical",NA,NA,NA,NA,NA,NA,NA,NA,NA
"579","Otothyris rostrata","Siluriformes","Loricariidae","Otothyris",0,"absent",NA,3622970,NA,"Otothyris_rostrata","y",NA,"freshwater",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580","Epactionotus bilineatus","Siluriformes","Loricariidae","Epactionotus",0,"absent",NA,1013586,NA,"Epactionotus_bilineatus","y",NA,"freshwater",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581","Chauliocheilos saxatilis","Siluriformes","Loricariidae","Chauliocheilos",0,"absent",NA,6141697,NA,"Chauliocheilos_saxatilis","y",NA,"freshwater","tropical",NA,NA,NA,NA,NA,NA,NA,NA,NA
"582","Neoplecostomus microps","Siluriformes","Loricariidae","Neoplecostomus",0,"absent",NA,122084,NA,"Neoplecostomus_microps","y",NA,"freshwater",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583","Oxyropsis wrightiana","Siluriformes","Loricariidae","Oxyropsis",0,"absent",NA,983234,NA,"Oxyropsis_wrightiana","y",NA,"freshwater","tropical",NA,NA,NA,NA,NA,NA,NA,NA,NA
"584","Plesioptopoma curvidens","Siluriformes","Loricariidae","Plesioptopoma",0,"absent",NA,92600,NA,"Plesioptopoma_curvidens","y",20,"freshwater","tropical",NA,NA,NA,NA,NA,NA,NA,NA,NA
"585","Corumbataia cuestae","Siluriformes","Loricariidae","Corumbataia",0,"absent",NA,969822,NA,"Corumbataia_cuestae","y",NA,"freshwater",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
